序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
801,XGSL,香港燒臘,01MYZNDD,XGSL-01MYZNDD,三燒飯,Three Roast Rice,聯發科行善,2025-04-21 09:58:44
802,XGSL,香港燒臘,54LKJYUX,XGSL-54LKJYUX,雙拼飯,Duo Combination Rice,聯發科行善,2025-04-21 09:58:44
805,HBWJL,漢堡王家樂福店,87EUPCMW,HBWJL-87EUPCMW,勁濃培根烤腿堡小薯中可,Rich Bacon Grilled Chicken Thigh Burger with Small Fries and Medium Coke,聯發科行善,2025-04-21 09:58:44
806,HBWJL,漢堡王家樂福店,20LTZETJ,HBWJL-20LTZETJ,經典脆雞堡小薯中可,Classic Crispy Chicken Burger with Small Fries and Medium Coke,聯發科行善,2025-04-21 09:58:44
807,HBWJL,漢堡王家樂福店,98PACQLO,HBWJL-98PACQLO,Q彈海老堡小薯中可,Springy Shrimp Burger with Small Fries and Medium Coke,聯發科行善,2025-04-21 09:58:44
847,QBJKC,喬比健康廚房,06WPLPXI,QBJKC-06WPLPXI,海鹽牛五花飯,Sea Salt Beef Belly Rice,聯發科行善,2025-04-25 10:23:51
848,QJTJR,奇雞土雞肉飯,09COKAQF,QJTJR-09COKAQF,烏骨土雞肉餐,Black-Bone Free-Range Chicken Meal,聯發科行善,2025-04-25 10:23:51
849,QJTJR,奇雞土雞肉飯,11WCEOEV,QJTJR-11WCEOEV,脆滑蝦仁餐,Crispy Tender Shrimp Meal,聯發科行善,2025-04-25 10:23:51
853,XDST,兄弟食堂,53CIFCZC,XDST-53CIFCZC,蘿蔔湯,Radish Soup,聯發科行善,2025-04-25 10:23:51
854,XGSL,香港燒臘,15IMZDKC,XGSL-15IMZDKC,干炒豬肉河粉,Stir-Fried Pork Rice Noodles,聯發科行善,2025-04-25 10:23:51
858,XYKRF,鑫野烤肉飯,61TROUPH,XYKRF-61TROUPH,香酥雞柳飯,Crispy Chicken Fillet Rice,聯發科行善,2025-04-25 10:23:51
860,QJTJR,奇雞土雞肉飯,04EOZVEV,QJTJR-04EOZVEV,鮮脆小卷餐,Fresh Crispy Squid Meal,聯發科行善,2025-04-25 10:23:51
864,BFYJ,八方雲集,10HCTQUG,BFYJ-10HCTQUG,韓式辣味水餃10顆,10 Korean Spicy Dumplings,聯發科行善,2025-04-25 10:23:51
865,BFYJ,八方雲集,53XSJZRU,BFYJ-53XSJZRU,旗魚花枝魚丸湯,Swordfish and Squid Fish Ball Soup,聯發科行善,2025-04-25 10:23:51
873,HBW,漢堡王,16QFZMAO,HBW-16QFZMAO,小華堡(原味)小薯中可,Small Whopper (Original) with Small Fries and Medium Coke,聯發科行善,2025-04-25 12:16:49
874,HBW,漢堡王,39ASDZGK,HBW-39ASDZGK,雙起士培根牛肉堡小薯中可,Double Cheese Bacon Beef Burger with Small Fries and Medium Coke,聯發科行善,2025-04-25 12:16:49
875,HBW,漢堡王,00KECKZI,HBW-00KECKZI,花生培根脆雞堡小薯中可,Peanut Bacon Crispy Chicken Burger with Small Fries and Medium Coke,聯發科行善,2025-04-25 12:16:49
880,HBW,漢堡王,87EUPCMW,HBW-87EUPCMW,勁濃培根烤腿堡小薯中可,Extra Rich Bacon Grilled Chicken Burger with Small Fries and Medium Coke,聯發科行善,2025-04-25 12:16:49
881,HBW,漢堡王,98PACQLO,HBW-98PACQLO,Q彈海老堡小薯中可,Chewy Shrimp Burger with Small Fries and Medium Coke,聯發科行善,2025-04-25 12:16:49
885,MMNN,貓咪奶奶,95TKGPKC,MMNN-95TKGPKC,紹興微醉冷雞腿餐盒,Shaoxing Wine Marinated Chilled Chicken Leg Meal Box,聯發科行善,2025-05-22 16:25:09
886,MMNN,貓咪奶奶,31NXILUO,MMNN-31NXILUO,蔥鹽梅花豬餐盒,Scallion Salt Pork Shoulder Meal Box,聯發科行善,2025-05-22 16:25:09
887,FCSL,鳳城燒臘,08BZKTDJ,FCSL-08BZKTDJ,乾炒豬肉河粉,Stir-Fried Pork Rice Noodles,聯發科行善,2025-05-22 16:25:09
888,ZZ,抓粥,80GKCWBG,ZZ-80GKCWBG,香菇雞肉粥,Mushroom Chicken Congee,聯發科行善,2025-05-22 16:25:09
889,XDST,兄弟食堂,55OGLDUP,XDST-55OGLDUP,貢丸湯,Meatball Soup,聯發科行善,2025-05-22 16:25:09
890,HBW,漢堡王,13NDIXEB,HBW-13NDIXEB,小華堡辣中薯球中可,Junior Whopper with Medium Spicy Potato Balls and Medium Coke,聯發科行善,2025-05-22 16:25:09
891,HBW,漢堡王,15OAMILS,HBW-15OAMILS,花生培根牛肉堡辣中薯球中可,Peanut Bacon Beef Burger with Medium Spicy Potato Balls and Medium Coke,聯發科行善,2025-05-22 16:25:09
892,HBW,漢堡王,52VSSOVH,HBW-52VSSOVH,雙層田園華鱈魚堡辣中薯球中可,Double Garden Fish Fillet Burger with Medium Spicy Potato Balls and Medium Coke,聯發科行善,2025-05-22 16:25:09
893,HBW,漢堡王,86NDDBBR,HBW-86NDDBBR,Q彈海老堡辣中薯球中可,Chewy Shrimp Burger with Medium Spicy Potato Balls and Medium Coke,聯發科行善,2025-05-22 16:25:09
894,WHM,五花馬,43AHACDG,WHM-43AHACDG,牛肉湯麵,Beef Soup Noodles,聯發科行善,2025-05-22 16:25:09
895,WSSW,午時食午,45HNCLOA,WSSW-45HNCLOA,厚切烤五花餐盒,Thick-Cut Grilled Pork Belly Meal Box,聯發科行善,2025-05-22 16:25:09
896,WSSW,午時食午,07YVDENN,WSSW-07YVDENN,藥香滷雞腿餐盒,Herbal Braised Chicken Leg Meal Box,聯發科行善,2025-05-22 16:25:09
897,WSSW,午時食午,04DGTMAT,WSSW-04DGTMAT,獨門烤肉飯餐盒,Signature Grilled Pork Rice Meal Box,聯發科行善,2025-05-22 16:25:09
898,WSSW,午時食午,81HOULZV,WSSW-81HOULZV,肉醬咖哩餐盒,Meat Sauce Curry Meal Box,聯發科行善,2025-05-22 16:25:09
899,WSSW,午時食午,01ARNYHN,WSSW-01ARNYHN,紅燒牛腩餐盒,Braised Beef Brisket Meal Box,聯發科行善,2025-05-22 16:25:09
900,WSSW,午時食午,88YYNCSR,WSSW-88YYNCSR,滿滿肉燥餐盒,Generous Minced Pork Rice Meal Box,聯發科行善,2025-05-22 16:25:09
901,JDYWW,京都御握丸,74JOLFCE,JDYWW-74JOLFCE,海老炸蝦天婦羅御握丸秘製唐揚雞,Ebi Tempura Onigiri with Special Karaage Chicken,聯發科行善,2025-05-22 16:25:09
902,JDYWW,京都御握丸,62DRLZJW,JDYWW-62DRLZJW,炙燒起司豬肉玉子燒御握丸秘製唐揚雞,Grilled Cheese Pork Tamagoyaki Onigiri with Special Karaage Chicken,聯發科行善,2025-05-22 16:25:09
903,JDYWW,京都御握丸,61SEMADR,JDYWW-61SEMADR,明太子鮪魚海苔飯糰秘製唐揚雞,Mentaiko Tuna Seaweed Onigiri with Special Karaage Chicken,聯發科行善,2025-05-22 16:25:09
904,JDYWW,京都御握丸,70SSDPFN,JDYWW-70SSDPFN,高湯熬煮鮭魚海苔飯糰秘製唐揚雞,Dashi Simmered Salmon Seaweed Onigiri with Special Karaage Chicken,聯發科行善,2025-05-22 16:25:09
905,JDYWW,京都御握丸,21KVMBMN,JDYWW-21KVMBMN,昆布和風梅漬嫩雞三角飯糰秘製唐揚雞,Kombu Umeboshi Marinated Chicken Onigiri with Special Karaage Chicken,聯發科行善,2025-05-22 16:25:09
906,JDYWW,京都御握丸,91YPQRER,JDYWW-91YPQRER,豬肉蔬菜未增湯,Pork and Vegetable Miso Soup,聯發科行善,2025-05-22 16:25:09
907,KDJ,肯德基,30PQERNC,KDJ-30PQERNC,義式香草紙包雞經典可樂,Italian Herb Paper-Wrapped Chicken with Classic Coke,聯發科行善,2025-05-22 16:25:09
908,KST,咖食堂,56PDDFIF,KST-56PDDFIF,魚排烏龍麵,Fish Cutlet Udon,聯發科行善,2025-05-22 16:25:09
913,DWJKC,大王健康餐盒,27QGINCY,DWJKC-27QGINCY,泡菜雞胸,Kimchi Chicken Breast,聯發科行善,2025-05-22 16:25:09
914,HXZ,鬍鬚張,63QOTTTY,HXZ-63QOTTTY,胭脂梅花肉便當,Rosy Pork Shoulder Bento,聯發科行善,2025-05-22 16:25:09
915,MSHB,摩斯漢堡,11OYODVR,MSHB-11OYODVR,和風蔬活牛肉堡紅茶,Japanese Style Veggie Beef Burger with Black Tea,聯發科行善,2025-05-22 16:25:09
939,SJBD,食吉便當,60XZIVDT,SJBD-60XZIVDT,義式香料雞胸,Italian Herb Chicken Breast,聯發科行善,2025-05-22 16:25:09
940,SJBD,食吉便當,53ETDDOE,SJBD-53ETDDOE,蔬食健康餐,Vegetarian Healthy Meal,聯發科行善,2025-05-22 16:25:09
941,WWTYF,味屋饕一番,21PKHFDQ,WWTYF-21PKHFDQ,黑松露燴雙菇餐盒(蛋奶素),Black Truffle Braised Mushroom Meal Box (Ovo-Lacto Vegetarian),聯發科行善,2025-05-22 16:25:09
943,CY,初越,41GEGEMS,CY-41GEGEMS,海陸酸辣河粉,Seafood & Pork Hot & Sour Rice Noodles,聯發科行善,2025-05-22 16:25:09
944,CY,初越,35HANMET,CY-35HANMET,香茅烤豬排米線,Lemongrass Grilled Pork Chop Rice Noodles,聯發科行善,2025-05-22 16:25:09
945,LSH,梁社漢,39MKQRMQ,LSH-39MKQRMQ,椒鹽雞菲力排飯,Pepper Salt Chicken Fillet Rice,聯發科行善,2025-05-22 16:25:09
946,BFYJ,八方雲集,74DMNGPM,BFYJ-74DMNGPM,清燉牛肉麵,Clear Stewed Beef Noodles,聯發科行善,2025-05-22 16:25:09
947,BFYJ,八方雲集,55BYRFLH,BFYJ-55BYRFLH,酸辣湯麵,Hot & Sour Soup Noodles,聯發科行善,2025-05-22 16:25:09
948,BFYJ,八方雲集,45PFLOFF,BFYJ-45PFLOFF,珍珠餛飩麵,Pearl Wonton Noodles,聯發科行善,2025-05-22 16:25:09
949,QZBD,喬治便當,76MKTTBW,QZBD-76MKTTBW,紅燒巴沙魚,Braised Basa Fish,聯發科行善,2025-05-22 16:25:09
950,QZBD,喬治便當,43DLRZSB,QZBD-43DLRZSB,黑胡椒牛五花,Black Pepper Beef Belly,聯發科行善,2025-05-22 16:25:09
951,QZBD,喬治便當,92WAJIFX,QZBD-92WAJIFX,麻油豬肉片,Sesame Oil Pork Slices,聯發科行善,2025-05-22 16:25:09
952,QZBD,喬治便當,15ZMNXXQ,QZBD-15ZMNXXQ,三杯雞塊,Three-Cup Chicken Bites,聯發科行善,2025-05-22 16:25:09
953,QZBD,喬治便當,99EIAZPM,QZBD-99EIAZPM,椒鹽雞腿肉,Pepper Salt Chicken Leg Meat,聯發科行善,2025-05-22 16:25:09
954,KST,咖食堂,07EJLUPD,KST-07EJLUPD,咖哩雞米花飯,Curry Chicken Popcorn Rice,聯發科行善,2025-05-22 16:25:09
955,KST,咖食堂,32UCDECV,KST-32UCDECV,雞排烏龍麵,Chicken Cutlet Udon,聯發科行善,2025-05-22 16:25:09
956,KST,咖食堂,76NTFQCO,KST-76NTFQCO,魚排丼飯,Fish Cutlet Donburi,聯發科行善,2025-05-22 16:25:09
978,MMNN,貓咪奶奶,82PUBVOT,MMNN-82PUBVOT,日式胡麻舒肥嫩雞胸-無飯,Japanese Sesame Sous Vide Chicken Breast (No Rice),聯發科行善,2025-05-22 16:25:09
979,MMNN,貓咪奶奶,33SBYZJM,MMNN-33SBYZJM,蔥鹽雞腿餐盒,Scallion Salt Chicken Leg Meal Box,聯發科行善,2025-05-22 16:25:09
980,MMNN,貓咪奶奶,74PTPGUC,MMNN-74PTPGUC,蔥鹽薑黃雞腿餐盒,Scallion Salt Turmeric Chicken Leg Meal Box,聯發科行善,2025-05-22 16:25:09
981,MMNN,貓咪奶奶,42RXJTYX,MMNN-42RXJTYX,蒜香瓦片炙燒豬腰肉餐盒,Garlic Tile-Grilled Pork Loin Meal Box,聯發科行善,2025-05-22 16:25:09
982,FCSL,鳳城燒臘,41MNIWDZ,FCSL-41MNIWDZ,乾炒蝦仁河粉,Stir-Fried Shrimp Rice Noodles,聯發科行善,2025-05-22 16:25:09
984,ZZ,抓粥,97CRVKWO,ZZ-97CRVKWO,滿魚粥,Fish Congee,聯發科行善,2025-05-22 16:25:09
986,XDST,兄弟食堂,82OTKXPA,XDST-82OTKXPA,香菇肉羹湯,Mushroom Pork Thick Soup,聯發科行善,2025-05-22 16:25:09
991,WHM,五花馬,12WWQUXG,WHM-12WWQUXG,榨菜肉絲麵,Shredded Pork with Pickled Mustard Green Noodles,聯發科行善,2025-05-22 16:25:09
992,WSSW,午時食午,02WAZAKE,WSSW-02WAZAKE,薑汁燒肉餐盒,Ginger Soy Glazed Pork Meal Box,聯發科行善,2025-05-22 16:25:09
993,WSSW,午時食午,85XWFHMT,WSSW-85XWFHMT,蜜汁烤雞腿餐盒,Honey Glazed Chicken Leg Meal Box,聯發科行善,2025-05-22 16:25:09
1039,SJBD,食吉便當,02VRXIWR,SJBD-02VRXIWR,泰式檸檬雞胸,Thai Lemon Chicken Breast,聯發科行善,2025-05-22 16:25:09
1043,CY,初越,97KHLKZW,CY-97KHLKZW,海陸叻沙河粉,Seafood & Pork Laksa Rice Noodles,聯發科行善,2025-05-22 16:25:09
1045,LSH,梁社漢,66NIHLMV,LSH-66NIHLMV,祕醬雞菲力排飯,Secret Sauce Chicken Fillet Rice,聯發科行善,2025-05-22 16:25:09
1047,LHJCH,李鴻記餐盒,18EERCMT,LHJCH-18EERCMT,川式椒麻嫩雞,Sichuan Spicy Tender Chicken,聯發科行善,2025-05-22 16:25:09
1087,ASK,愛食客,45ZTOKVK,ASK-45ZTOKVK,蒜味舒肥雞胸(無飯),Garlic Sous Vide Chicken Breast (No Rice),聯發科行善,2025-06-13 10:07:06
1088,ASK,愛食客,54FQCYAV,ASK-54FQCYAV,泰式酸辣檸檬鱸魚,Thai Spicy Lemon Sea Bass,聯發科行善,2025-06-13 10:07:06
1089,ASK,愛食客,48RIGYMN,ASK-48RIGYMN,泰式香料嫩雞胸,Thai Spiced Tender Chicken Breast,聯發科行善,2025-06-13 10:07:06
1090,ASK,愛食客,24PPKLAR,ASK-24PPKLAR,香滷雞腿,Braised Chicken Thigh,聯發科行善,2025-06-13 10:07:06
1091,ASK,愛食客,00JNQYYT,ASK-00JNQYYT,蒜泥白肉,Garlic Pork Slices,聯發科行善,2025-06-13 10:07:06
1092,YHJD,一號基地,56NZPBIS,YHJD-56NZPBIS,炸雞排,Fried Chicken Cutlet,聯發科行善,2025-06-13 10:07:06
1093,YHJD,一號基地,44ADOZJH,YHJD-44ADOZJH,照燒雞腿排,Teriyaki Chicken Leg Steak,聯發科行善,2025-06-13 10:07:06
1094,YHJD,一號基地,85MIPHPM,YHJD-85MIPHPM,唐揚炸雞,Karaage Fried Chicken,聯發科行善,2025-06-13 10:07:06
1095,YHJD,一號基地,26DEMFNL,YHJD-26DEMFNL,缽燒沙巴魚,Claypot-Braised Sabah Fish,聯發科行善,2025-06-13 10:07:06
1096,YHJD,一號基地,86EPNHAO,YHJD-86EPNHAO,薑汁燒肉,Ginger-Glazed Pork,聯發科行善,2025-06-13 10:07:06
1097,HMSRJ,黑米燒肉丼,15QVSMYW,HMSRJ-15QVSMYW,香雞排便當,Fried Chicken Chop Bento,聯發科行善,2025-06-13 10:07:06
1098,HMSRJ,黑米燒肉丼,36JEXTZU,HMSRJ-36JEXTZU,梅干扣肉便當,Braised Pork with Preserved Mustard Greens Bento,聯發科行善,2025-06-13 10:07:06
1099,HMSRJ,黑米燒肉丼,29LDDHWX,HMSRJ-29LDDHWX,蝦仁捲便當,Shrimp Roll Bento,聯發科行善,2025-06-13 10:07:06
1100,HMSRJ,黑米燒肉丼,16SIBPIA,HMSRJ-16SIBPIA,炸雞腿便當,Fried Chicken Leg Bento,聯發科行善,2025-06-13 10:07:06
1101,HBW,漢堡王,23IZDERO,HBW-23IZDERO,經典脆雞堡小薯小可,Classic Crispy Chicken Burger with Small Fries and Small Coke,聯發科行善,2025-06-13 10:07:06
1102,HBW,漢堡王,50XDRYFQ,HBW-50XDRYFQ,花生培根脆雞堡小薯小可,Peanut Bacon Crispy Chicken Burger with Small Fries and Small Coke,聯發科行善,2025-06-13 10:07:06
1103,HBW,漢堡王,85BHBPPN,HBW-85BHBPPN,花生培根牛肉堡小薯小可,Peanut Bacon Beef Burger with Small Fries and Small Coke,聯發科行善,2025-06-13 10:07:06
1104,HBW,漢堡王,76WYOFNV,HBW-76WYOFNV,BBQ培根牛肉堡(單犇)小薯小可,BBQ Bacon Beef Burger (Single Patty) with Small Fries and Small Coke,聯發科行善,2025-06-13 10:07:06
1105,HBW,漢堡王,52ZKCDVJ,HBW-52ZKCDVJ,雙起士培根牛肉堡小薯小可,Double Cheese Bacon Beef Burger with Small Fries and Small Coke,聯發科行善,2025-06-13 10:07:06
1106,DBHZ,蛋白盒子,81SNHRZG,DBHZ-81SNHRZG,紐奧良雞腿排,New Orleans Chicken Thigh,聯發科行善,2025-06-13 10:07:06
1107,DBHZ,蛋白盒子,52TQHJGQ,DBHZ-52TQHJGQ,韓式辣醬豬,Korean Spicy Pork,聯發科行善,2025-06-13 10:07:06
1108,DBHZ,蛋白盒子,08ZVRQIV,DBHZ-08ZVRQIV,韓式辣醬牛,Korean Spicy Beef,聯發科行善,2025-06-13 10:07:06
1109,JDYWW,京都御握丸,72RWYAFT,JDYWW-72RWYAFT,豬肉蔬菜味噌湯,Pork and Vegetable Miso Soup,聯發科行善,2025-06-13 10:07:06
1110,ZJZMX,知己知米小資餐盒,19WRWFJD,ZJZMX-19WRWFJD,蒜香嫩煎雞胸無飯減脂地瓜餐,Garlic Pan-Seared Chicken Breast (No Rice) with Fat-Reduced Sweet Potato Meal,聯發科行善,2025-06-13 10:07:06
1111,ZJZMX,知己知米小資餐盒,33ZNQAPJ,ZJZMX-33ZNQAPJ,鹽烤挪威鯖魚,Salt-Grilled Norwegian Mackerel,聯發科行善,2025-06-13 10:07:06
1112,KDJ,肯德基,88ZQIQNV,KDJ-88ZQIQNV,花生熔岩卡啦雞腿堡 經典可樂,Peanut Lava Karaage Chicken Leg Burger Classic Meal with Coke,聯發科行善,2025-06-13 10:07:06
1113,KDJ,肯德基,79OTDLRD,KDJ-79OTDLRD,青花椒香麻脆雞 經典餐可樂,Sichuan Pepper Crispy Chicken Classic Meal with Coke,聯發科行善,2025-06-13 10:07:06
1114,JLD,雞老大,93NPFEJK,JLD-93NPFEJK,酸辣涼拌雞飯,Spicy and Sour Cold Chicken Rice,聯發科行善,2025-06-13 10:07:06
1115,MSHB,摩斯漢堡,10MVVNHU,MSHB-10MVVNHU,蜜汁烤雞起司堡紅茶,Honey Glazed Grilled Chicken Cheese Burger with Black Tea,聯發科行善,2025-06-13 10:07:06
1116,MSHB,摩斯漢堡,93HVIMTE,MSHB-93HVIMTE,泰式檸檬魚堡紅茶,Thai Lemon Fish Burger with Black Tea,聯發科行善,2025-06-13 10:07:06
1117,MSHB,摩斯漢堡,27TJZLWG,MSHB-27TJZLWG,椒麻雞腿堡紅茶,Spicy Sichuan Pepper Chicken Leg Burger with Black Tea,聯發科行善,2025-06-13 10:07:06
1118,XJYKR,鑫吉野烤肉飯,81JWTEDY,XJYKR-81JWTEDY,烤肉飯,Grilled Meat Rice,聯發科行善,2025-06-13 10:07:06
1119,XJYKR,鑫吉野烤肉飯,45BOGRLD,XJYKR-45BOGRLD,烤五花肉飯,Grilled Pork Belly Rice,聯發科行善,2025-06-13 10:07:06
1120,XJYKR,鑫吉野烤肉飯,78OARUQX,XJYKR-78OARUQX,烤雞腿飯,Grilled Chicken Leg Rice,聯發科行善,2025-06-13 10:07:06
1121,XJYKR,鑫吉野烤肉飯,89EPXZHH,XJYKR-89EPXZHH,香酥排骨飯,Crispy Fried Pork Chop Rice,聯發科行善,2025-06-13 10:07:06
1122,XJYKR,鑫吉野烤肉飯,99MZKBIJ,XJYKR-99MZKBIJ,黑胡椒雞柳飯,Black Pepper Chicken Tender Rice,聯發科行善,2025-06-13 10:07:06
1123,WDMW,吳獨麵屋,19DOLOZI,WDMW-19DOLOZI,澄清蔬果土雞湯麵,Clear Vegetable & Fruit Chicken Noodle Soup,聯發科行善,2025-06-13 10:07:06
1124,WDMW,吳獨麵屋,04AWNEPY,WDMW-04AWNEPY,白蒜土雞湯麵,Garlic White Broth Chicken Noodle Soup,聯發科行善,2025-06-13 10:07:06
1125,WDMW,吳獨麵屋,27RVVIKD,WDMW-27RVVIKD,黑蒜土雞湯麵,Black Garlic Chicken Noodle Soup,聯發科行善,2025-06-13 10:07:06
1126,WDMW,吳獨麵屋,25YARELL,WDMW-25YARELL,剝皮辣椒土雞肉湯麵,Peeled Chili Chicken Noodle Soup,聯發科行善,2025-06-13 10:07:06
1127,QJTJR,奇雞土雞肉飯,50XHGDVE,QJTJR-50XHGDVE,輕量級土雞肉蛋餐,Light Local Chicken & Egg Meal,聯發科行善,2025-06-13 10:07:06
1153,WCWXC,瓦城無限廚房,08FZBCJV,WCWXC-08FZBCJV,炸雞腿飯便當,Fried Chicken Leg Rice Bento,聯發科行善,2025-06-13 10:07:06
1154,WCWXC,瓦城無限廚房,18MPIGPC,WCWXC-18MPIGPC,爆蛋蝦仁排骨飯,Egg-Shrimp & Pork Chop Rice,聯發科行善,2025-06-13 10:07:06
1155,WCWXC,瓦城無限廚房,31PZJJRI,WCWXC-31PZJJRI,椒麻雞川牛飯,Sichuan Pepper Chicken & Beef Rice,聯發科行善,2025-06-13 10:07:06
1156,WCWXC,瓦城無限廚房,13BFIEWN,WCWXC-13BFIEWN,泰式綠咖哩雞飯,Thai Green Curry Chicken Rice,聯發科行善,2025-06-13 10:07:06
1157,WCWXC,瓦城無限廚房,38CWKSGP,WCWXC-38CWKSGP,打拋豬飯,Thai Basil Pork Rice,聯發科行善,2025-06-13 10:07:06
1160,HFKY,伙房烤魚,20HPOJBY,HFKY-20HPOJBY,去骨脆皮雞腿飯,Boneless Crispy Chicken Leg Rice,聯發科行善,2025-06-13 10:07:06
1161,HFKY,伙房烤魚,56ZBCAWX,HFKY-56ZBCAWX,鹽蔥去骨白斬雞飯,Scallion Oil Boneless White Cut Chicken Rice,聯發科行善,2025-06-13 10:07:06
1162,HFKY,伙房烤魚,35TIPGYD,HFKY-35TIPGYD,紹興控肉飯,Shaoxing Braised Pork Rice,聯發科行善,2025-06-13 10:07:06
1163,HFKY,伙房烤魚,16EAFANA,HFKY-16EAFANA,蒜味排骨飯,Garlic Spare Ribs Rice,聯發科行善,2025-06-13 10:07:06
1164,HFKY,伙房烤魚,72RORIPW,HFKY-72RORIPW,酥炸鮭魚排飯,Crispy Fried Salmon Rice,聯發科行善,2025-06-13 10:07:06
1167,LHJCH,李鴻記餐盒,98CQDSKV,LHJCH-98CQDSKV,日式醬燒豬五花,Japanese Braised Pork Belly,聯發科行善,2025-06-13 10:07:06
1168,LHJCH,李鴻記餐盒,05OKNSPR,LHJCH-05OKNSPR,客家馬告鹹豬肉,Hakka Style Salted Pork with Makauy,聯發科行善,2025-06-13 10:07:06
1169,LHJCH,李鴻記餐盒,02MZPYFX,LHJCH-02MZPYFX,法蘭西鄉村烤腿排（去骨）,French Country-Style Roasted Chicken Leg (Boneless),聯發科行善,2025-06-13 10:07:06
1178,WCWXC,瓦城無限廚房,69LLLIPH,WCWXC-69LLLIPH,沙茶牛肉飯,Satay Beef Rice,聯發科行善,2025-06-13 10:07:06
1179,WCWXC,瓦城無限廚房,59QWLGAT,WCWXC-59QWLGAT,泰式紅咖哩牛飯,Thai Red Curry Beef Rice,聯發科行善,2025-06-13 10:07:06
1180,WCWXC,瓦城無限廚房,32MMUOBS,WCWXC-32MMUOBS,椒麻雞飯,Sichuan Pepper Chicken Rice,聯發科行善,2025-06-13 10:07:06
1191,XJYKR,鑫吉野烤肉飯,10KVAARV,XJYKR-10KVAARV,烤排骨飯,Grilled Pork Rib Rice,聯發科行善,2025-06-13 10:07:06
1192,XJYKR,鑫吉野烤肉飯,61TROUPH,XJYKR-61TROUPH,香酥雞柳飯,Crispy Chicken Tender Rice,聯發科行善,2025-06-13 10:07:06
1193,XJYKR,鑫吉野烤肉飯,07RVBVSS,XJYKR-07RVBVSS,黑胡椒豚排飯,Black Pepper Pork Chop Rice,聯發科行善,2025-06-13 10:07:06
1194,XJYKR,鑫吉野烤肉飯,24MVLZBW,XJYKR-24MVLZBW,滷雞腿飯,Braised Chicken Leg Rice,聯發科行善,2025-06-13 10:07:06
1267,WHM,五花馬,96KDDNEP,WHM-96KDDNEP,虱目魚水餃10粒,Milkfish Dumplings (10 pcs),聯發科行善,2025-06-13 10:07:06
1268,WHM,五花馬,26LZYOVP,WHM-26LZYOVP,青菜豆腐湯,Vegetable Tofu Soup,聯發科行善,2025-06-13 10:07:06
1271,HFKY,伙房烤魚,65EHJCJX,HFKY-65EHJCJX,去骨椒麻炸雞腿飯,Boneless Spicy Fried Chicken Leg Rice,聯發科行善,2025-06-13 10:07:06
1272,HFKY,伙房烤魚,83SBGMUH,HFKY-83SBGMUH,薑汁去骨白斬雞飯,Ginger Sauce Boneless White Cut Chicken Rice,聯發科行善,2025-06-13 10:07:06
1276,BFYJ,八方雲集,48PXFOBS,BFYJ-48PXFOBS,韭菜鍋貼十顆,Chive Potstickers (10 Pieces),聯發科行善,2025-06-13 10:07:06
